Date,Assay Day,CPB Group,Weight (g),% Defoliation,Alive,Dead,Incapacitated,Pupating,Adults,Notes
06/16/2025,1,C1.1 ,0.4843,N/A,10,0,0,0,0,
06/16/2025,1,C1.2,0.405,N/A,10,0,0,0,0,
06/16/2025,1,C1.3,0.5087,N/A,10,0,0,0,0,
06/16/2025,1,C1.4,0.4465,N/A,10,0,0,0,0,
06/16/2025,1,C1.5,0.633,N/A,10,0,0,0,0,
06/16/2025,1,C2.6 ,0.5118,N/A,10,0,0,0,0,
06/16/2025,1,C2.7,0.5763,N/A,10,0,0,0,0,
06/16/2025,1,C2.8,0.5406,N/A,10,0,0,0,0,
06/16/2025,1,C2.9,0.5849,N/A,10,0,0,0,0,
06/16/2025,1,C2.10,0.5666,N/A,10,0,0,0,0,
06/16/2025,1,GD1.16 ,0.4695,N/A,10,0,0,0,0,
06/16/2025,1,GD1.17,0.5711,N/A,10,0,0,0,0,
06/16/2025,1,GD1.18,0.6398,N/A,10,0,0,0,0,
06/16/2025,1,GD1.19,0.6738,N/A,10,0,0,0,0,
06/16/2025,1,GD1.20,0.7777,N/A,10,0,0,0,0,
06/16/2025,1,GD2.21,0.6449,N/A,10,0,0,0,0,
06/16/2025,1,GD2.22,0.5871,N/A,10,0,0,0,0,
06/16/2025,1,GD2.23,0.7673,N/A,10,0,0,0,0,
06/16/2025,1,GD2.24,0.967,N/A,10,0,0,0,0,
06/16/2025,1,GD2.25,0.3545,N/A,10,0,0,0,0,
06/17/2025,2,C1.1 ,0.7745,30,9,0,1,0,0,
06/17/2025,2,C1.2,0.6948,10,10,0,0,0,0,
06/17/2025,2,C1.3,0.7368,15,10,0,0,0,0,
06/17/2025,2,C1.4,0.961,35,10,0,0,0,0,
06/17/2025,2,C1.5,1.1557,50,10,0,0,0,0,
06/17/2025,2,C2.6 ,0.6859,5,9,1,0,0,0,
06/17/2025,2,C2.7,0.7257,10,10,0,0,0,0,
06/17/2025,2,C2.8,0.584,10,8,1,1,0,0,
06/17/2025,2,C2.9,0.8143,15,9,0,1,0,0,
06/17/2025,2,C2.10,0.6012,8,9,1,0,0,0,
06/17/2025,2,GD1.16 ,0.5642,20,8,1,1,0,0,
06/17/2025,2,GD1.17,0.6035,10,8,2,0,0,0,
06/17/2025,2,GD1.18,0.5722,18,8,2,0,0,0,
06/17/2025,2,GD1.19,0.6717,20,8,2,0,0,0,
06/17/2025,2,GD1.20,0.5141,25,5,5,0,0,0,
06/17/2025,2,GD2.21,0.7795,25,8,2,0,0,0,
06/17/2025,2,GD2.22,0.6413,10,7,2,1,0,0,
06/17/2025,2,GD2.23,0.7497,45,7,2,1,0,0,
06/17/2025,2,GD2.24,1.2495,35,10,0,0,0,0,
06/17/2025,2,GD2.25,0.5174,5,10,0,0,0,0,
06/17/2025,1,C3.11,0.5748,N/A,10,0,0,0,0,
06/17/2025,1,C3.12,0.7402,N/A,10,0,0,0,0,
06/17/2025,1,C3.13,0.7928,N/A,10,0,0,0,0,
06/17/2025,1,C3.14,0.7391,N/A,10,0,0,0,0,
06/17/2025,1,C3.15,0.6912,N/A,10,0,0,0,0,
06/17/2025,1,LD1.26,0.8309,N/A,10,0,0,0,0,
06/17/2025,1,LD1.27,0.7011,N/A,10,0,0,0,0,
06/17/2025,1,LD1.28,0.6418,N/A,10,0,0,0,0,
06/17/2025,1,LD1.29,0.6947,N/A,10,0,0,0,0,
06/17/2025,1,LD1.30,0.7554,N/A,10,0,0,0,0,
06/17/2025,1,LD2.31,0.5892,N/A,10,0,0,0,0,
06/17/2025,1,LD2.32,0.601,N/A,10,0,0,0,0,
06/17/2025,1,LD2.33,0.6787,N/A,10,0,0,0,0,
06/17/2025,1,LD2.34,0.7392,N/A,10,0,0,0,0,
06/17/2025,1,LD2.35,0.6552,N/A,10,0,0,0,0,
06/18/2025,3,C1.1 ,0.8415,50,7,3,0,0,0,*browning dead for GD injected. Sticky dead for H20. More defication in dosed dishes (including dsRNA control)
06/18/2025,3,C1.2,0.8065,65,9,0,1,0,0,
06/18/2025,3,C1.3,0.6354,85,6,4,0,0,0,
06/18/2025,3,C1.4,1.0403,90,10,0,0,0,0,
06/18/2025,3,C1.5,1.133,100,9,0,1,0,0,
06/18/2025,3,C2.6 ,0.3557,18,4,4,0,0,0,
06/18/2025,3,C2.7,0.5477,8,3,5,1,0,0,
06/18/2025,3,C2.8,0.415,25,6,3,0,0,0,
06/18/2025,3,C2.9,0.6045,15,5,1,2,0,0,
06/18/2025,3,C2.10,0.3505,10,4,5,1,0,0,
06/18/2025,3,GD1.16 ,0.491,15,5,4,0,0,0,
06/18/2025,3,GD1.17,0.2609,8,3,5,0,0,0,
06/18/2025,3,GD1.18,0.2679,5,2,4,2,0,0,
06/18/2025,3,GD1.19,0.1419,2,1,6,1,0,0,
06/18/2025,3,GD1.20,0.3937,1,3,1,1,0,0,
06/18/2025,3,GD2.21,0.7075,70,5,3,0,0,0,
06/18/2025,3,GD2.22,0.4358,17,2,4,2,0,0,
06/18/2025,3,GD2.23,0.4476,10,3,2,2,0,0,
06/18/2025,3,GD2.24,0.7709,12,6,4,0,0,0,
06/18/2025,3,GD2.25,0.2092,7,3,5,1,0,0,
06/18/2025,2,C3.11,0.4066,12,5,3,2,0,0,
06/18/2025,2,C3.12,0.5281,15,6,4,0,0,0,
06/18/2025,2,C3.13,0.796,45,10,0,0,0,0,
06/18/2025,2,C3.14,0.9423,55,9,1,0,0,0,
06/18/2025,2,C3.15,0.7141,50,6,2,2,0,0,
06/18/2025,2,LD1.26,0.823,20,8,1,1,0,0,
06/18/2025,2,LD1.27,0.6265,18,5,3,2,0,0,
06/18/2025,2,LD1.28,0.7813,50,9,1,0,0,0,
06/18/2025,2,LD1.29,0.5367,45,6,4,0,0,0,
06/18/2025,2,LD1.30,0.7374,25,6,1,3,0,0,
06/18/2025,2,LD2.31,0.5742,18,5,4,1,0,0,
06/18/2025,2,LD2.32,0.5664,60,5,2,3,0,0,
06/18/2025,2,LD2.33,0.6381,12,9,1,0,0,0,
06/18/2025,2,LD2.34,0.9321,10,9,1,0,0,0,
06/18/2025,2,LD2.35,0.3297,5,4,4,2,0,0,
06/19/2025,4,C1.1 ,1.0495,80,7,0,0,0,0,
06/19/2025,4,C1.2,0.994,90,8,2,0,0,0,
06/19/2025,4,C1.3,0.9459,80,6,0,0,0,0,
06/19/2025,4,C1.4,1.3903,65,10,0,0,0,0,
06/19/2025,4,C1.5,1.2679,100,9,1,0,0,0,
06/19/2025,4,C2.6 ,0.3106,15,2,2,0,0,0,
06/19/2025,4,C2.7,0.3436,8,2,3,1,0,0,
06/19/2025,4,C2.8,0.3734,20,3,1,0,0,0,
06/19/2025,4,C2.9,0.3417,10,2,5,0,0,0,
06/19/2025,4,C2.10,0.3115,15,2,2,0,0,0,
06/19/2025,4,GD1.16 ,0.3704,2,2,3,0,0,0,
06/19/2025,4,GD1.17,0.2311,1,1,2,0,0,0,
06/19/2025,4,GD1.18,0.1007,1,1,3,0,0,0,
06/19/2025,4,GD1.19,N/A,0,0,2,0,0,0,
06/19/2025,4,GD1.20,0.2908,2,2,2,0,0,0,
06/19/2025,4,GD2.21,0.6894,45,4,1,0,0,0,
06/19/2025,4,GD2.22,0.3743,50,2,2,0,0,0,
06/19/2025,4,GD2.23,0.2003,30,1,0,1,0,0,
06/19/2025,4,GD2.24,0.8287,40,4,0,2,0,0,
06/19/2025,4,GD2.25,0.123,4,1,2,1,0,0,
06/19/2025,3,C3.11,N/A,0,0,7,0,0,0,
06/19/2025,3,C3.12,0.374,8,2,3,1,0,0,
06/19/2025,3,C3.13,0.7227,75,4,4,2,0,0,
06/19/2025,3,C3.14,0.7008,70,4,4,1,0,0,
06/19/2025,3,C3.15,0.2121,8,1,7,0,0,0,
06/19/2025,3,LD1.26,0.4878,20,4,5,0,0,0,
06/19/2025,3,LD1.27,0.5238,35,3,2,2,0,0,
06/19/2025,3,LD1.28,0.6852,50,4,3,2,0,0,
06/19/2025,3,LD1.29,0.3824,5,2,3,1,0,0,
06/19/2025,3,LD1.30,0.6298,25,4,4,1,0,0,
06/19/2025,3,LD2.31,0.535,8,3,1,2,0,0,
06/19/2025,3,LD2.32,0.097,3,1,7,0,0,0,
06/19/2025,3,LD2.33,0.4591,15,3,5,1,0,0,
06/19/2025,3,LD2.34,0.654,35,3,5,2,0,0,
06/19/2025,3,LD2.35,0.1111,0,0,4,2,0,0,
06/20/2025,5,C1.1 ,1.108,100,7,0,0,0,0,
06/20/2025,5,C1.2,1.1339,70,9,0,0,0,0,
06/20/2025,5,C1.3,0.9444,60,6,0,0,0,0,
06/20/2025,5,C1.4,1.3542,100,10,0,0,0,0,
06/20/2025,5,C1.5,1.2104,57,9,0,0,0,0,
06/20/2025,5,C2.6 ,0.3079,10,2,0,0,0,0,
06/20/2025,5,C2.7,0.2852,5,2,1,0,0,0,
06/20/2025,5,C2.8,0.374,20,2,1,0,0,0,
06/20/2025,5,C2.9,0.3789,20,2,0,0,0,0,
06/20/2025,5,C2.10,0.29932,2,1,0,0,0,0,
06/20/2025,5,GD1.16 ,0.3325,2,2,0,0,0,0,
06/20/2025,5,GD1.17,0.1845,0,1,0,0,0,0,
06/20/2025,5,GD1.18,0.1304,10,1,0,0,0,0,
06/20/2025,5,GD1.19,N/A,0,0,0,0,0,0,
06/20/2025,5,GD1.20,0.3106,8,2,0,0,0,0,
06/20/2025,5,GD2.21,0.6456,10,4,0,0,0,0,
06/20/2025,5,GD2.22,0.394,6,2,0,0,0,0,
06/20/2025,5,GD2.23,0.1315,1,1,0,0,0,0,
06/20/2025,5,GD2.24,0.5211,6,3,0,3,0,0,All three incapacitated were blackening but still alive
06/20/2025,5,GD2.25,0.1457,2,2,0,0,0,0,
06/20/2025,4,C3.11,N/A,0,0,0,0,0,0,
06/20/2025,4,C3.12,0.334,6,2,1,0,0,0,
06/20/2025,4,C3.13,0.4705,9,2,3,1,0,0,
06/20/2025,4,C3.14,0.4399,4,3,1,0,0,0,
06/20/2025,4,C3.15,0.1963,1,1,0,0,0,0,
06/20/2025,4,LD1.26,0.4265,11,3,1,0,0,0,
06/20/2025,4,LD1.27,0.2625,8,2,3,0,0,0,
06/20/2025,4,LD1.28,0.5989,15,4,2,0,0,0,
06/20/2025,4,LD1.29,0.2437,2,2,1,0,0,0,
06/20/2025,4,LD1.30,0.5733,20,4,1,0,0,0,
06/20/2025,4,LD2.31,0.1395,5,1,4,0,0,0,
06/20/2025,4,LD2.32,N/A,0,0,1,0,0,0,
06/20/2025,4,LD2.33,0.3292,18,2,2,0,0,0,
06/20/2025,4,LD2.34,0.4604,5,3,2,0,0,0,
06/20/2025,4,LD2.35,N/A,0,0,2,0,0,0,
06/21/2025,6,C1.1 ,0.999,5,7,0,0,0,0,
06/21/2025,6,C1.2,1.0439,5,8,0,0,0,0,
06/21/2025,6,C1.3,0.9387,5,6,0,0,0,0,
06/21/2025,6,C1.4,1.3269,20,10,0,0,0,0,
06/21/2025,6,C1.5,1.3446,6,9,0,0,0,0,
06/21/2025,6,C2.6 ,0.2813,5,2,0,0,0,0,
06/21/2025,6,C2.7,0.2607,2,2,0,0,0,0,
06/21/2025,6,C2.8,0.3953,5,2,0,0,0,0,
06/21/2025,6,C2.9,0.5192,5,2,0,0,0,0,
06/21/2025,6,C2.10,0.2474,1,2,0,0,0,0,
06/21/2025,6,GD1.16 ,0.3178,1,2,0,0,0,0,
06/21/2025,6,GD1.17,0.1808,0,1,0,0,0,0,
06/21/2025,6,GD1.18,0.1666,5,1,0,0,0,0,
06/21/2025,6,GD1.19,N/A,N/A,0,0,0,0,0,
06/21/2025,6,GD1.20,0.1734,0,1,0,0,0,0,
06/21/2025,6,GD2.21,0.4244,0,3,1,0,0,0,
06/21/2025,6,GD2.22,0.3578,2,2,0,0,0,0,
06/21/2025,6,GD2.23,0.1274,1,1,0,0,0,0,
06/21/2025,6,GD2.24,0.5118,1,3,0,0,0,0,
06/21/2025,6,GD2.25,0.1201,0,1,1,0,0,0,
06/21/2025,5,C3.11,N/A,N/A,0,0,0,0,0,
06/21/2025,5,C3.12,0.3608,1,2,0,0,0,0,
06/21/2025,5,C3.13,0.3769,20,2,1,0,0,0,
06/21/2025,5,C3.14,0.4155,1,2,0,1,0,0,
06/21/2025,5,C3.15,0.1867,1,1,0,0,0,0,
06/21/2025,5,LD1.26,0.3034,7,2,1,0,0,0,
06/21/2025,5,LD1.27,0.1525,3,1,1,0,0,0,
06/21/2025,5,LD1.28,0.4768,10,3,1,0,0,0,
06/21/2025,5,LD1.29,0.2394,1,2,0,0,0,0,
06/21/2025,5,LD1.30,0.2966,5,2,2,0,0,0,
06/21/2025,5,LD2.31,0.1307,0,1,0,0,0,0,
06/21/2025,5,LD2.32,N/A,N/A,0,0,0,0,0,
06/21/2025,5,LD2.33,0.2819,3,2,0,0,0,0,
06/21/2025,5,LD2.34,0.4241,1,3,0,0,0,0,
06/21/2025,5,LD2.35,N/A,N/A,0,0,0,0,0,
06/22/2025,7,C1.1 ,0.7271,0,5,2,0,0,0,
06/22/2025,7,C1.2,0.8265,10,6,2,0,0,0,
06/22/2025,7,C1.3,0.7612,0,5,1,0,0,0,
06/22/2025,7,C1.4,1.0186,0,8,2,0,0,0,
06/22/2025,7,C1.5,0.797,1,6,3,0,0,0,
06/22/2025,7,C2.6 ,0.2726,1,2,0,0,0,0,
06/22/2025,7,C2.7,0.1433,0,1,1,0,0,0,
06/22/2025,7,C2.8,0.3496,2,2,0,0,0,0,
06/22/2025,7,C2.9,0.3453,0,2,0,0,0,0,
06/22/2025,7,C2.10,0.1406,0,1,1,0,0,0,
06/22/2025,7,GD1.16 ,0.1499,0,1,1,0,0,0,
06/22/2025,7,GD1.17,0.1808,0,1,0,0,0,0,
06/22/2025,7,GD1.18,0.1582,5,1,0,0,0,0,
06/22/2025,7,GD1.19,N/A,N/A,0,0,0,0,0,
06/22/2025,7,GD1.20,0.1666,1,1,0,0,0,0,
06/22/2025,7,GD2.21,0.2777,0,2,1,0,0,0,
06/22/2025,7,GD2.22,0.3504,5,2,0,0,0,0,
06/22/2025,7,GD2.23,0.1179,3,1,0,0,0,0,
06/22/2025,7,GD2.24,0.4877,2,3,0,0,0,0,
06/22/2025,7,GD2.25,0.1003,0,1,0,0,0,0,
06/22/2025,6,C3.11,N/A,N/A,0,0,0,0,0,
06/22/2025,6,C3.12,0.2158,9,1,0,0,0,0,
06/22/2025,6,C3.13,0.3475,2,2,0,0,0,0,
06/22/2025,6,C3.14,0.3915,0,3,0,0,0,0,
06/22/2025,6,C3.15,0.1734,0,1,0,0,0,0,
06/22/2025,6,LD1.26,0.274,6,2,0,0,0,0,
06/22/2025,6,LD1.27,0.1466,1,1,0,0,0,0,
06/22/2025,6,LD1.28,0.4353,2,3,0,0,0,0,
06/22/2025,6,LD1.29,0.2534,10,2,0,0,0,0,
06/22/2025,6,LD1.30,0.2873,2,2,0,0,0,0,
06/22/2025,6,LD2.31,0.1297,0,1,0,0,0,0,
06/22/2025,6,LD2.32,N/A,N/A,0,0,0,0,0,
06/22/2025,6,LD2.33,0.2532,2,2,0,0,0,0,
06/22/2025,6,LD2.34,0.4196,2,3,0,0,0,0,
06/22/2025,6,LD2.35,N/A ,N/A,0,0,0,0,0,
06/23/2025,8,C1.1 ,N/A ,0,5,0,0,0,0,
06/23/2025,8,C1.2,N/A ,7,5,1,0,0,0,
06/23/2025,8,C1.3,N/A ,0,3,2,0,0,0,
06/23/2025,8,C1.4,N/A ,2,5,2,0,0,0,
06/23/2025,8,C1.5,N/A ,0,6,0,0,0,0,
06/23/2025,8,C2.6 ,N/A ,0,2,0,0,0,0,
06/23/2025,8,C2.7,N/A ,0,1,0,0,0,0,
06/23/2025,8,C2.8,N/A ,2,2,0,0,0,0,
06/23/2025,8,C2.9,N/A ,0,2,0,0,0,0,
06/23/2025,8,C2.10,N/A ,0,1,0,0,0,0,
06/23/2025,8,GD1.16 ,N/A ,0,1,0,0,0,0,
06/23/2025,8,GD1.17,N/A ,0,1,0,0,0,0,
06/23/2025,8,GD1.18,N/A ,0,1,0,0,0,0,
06/23/2025,8,GD1.19,N/A ,N/A,0,0,0,0,0,
06/23/2025,8,GD1.20,N/A ,0,1,0,0,0,0,
06/23/2025,8,GD2.21,N/A ,0,2,0,0,0,0,
06/23/2025,8,GD2.22,N/A ,0,2,0,0,0,0,
06/23/2025,8,GD2.23,N/A ,0,1,0,0,0,0,
06/23/2025,8,GD2.24,N/A ,3,3,0,0,0,0,
06/23/2025,8,GD2.25,N/A ,0,0,0,0,0,0,
06/23/2025,7,C3.11,N/A ,N/A,0,0,0,0,0,
06/23/2025,7,C3.12,N/A ,0,1,0,0,0,0,
06/23/2025,7,C3.13,N/A ,0,2,0,0,0,0,
06/23/2025,7,C3.14,N/A ,0,2,1,0,0,0,
06/23/2025,7,C3.15,N/A ,0,1,0,0,0,0,
06/23/2025,7,LD1.26,N/A ,0,1,1,0,0,0,
06/23/2025,7,LD1.27,N/A ,0,1,0,0,0,0,
06/23/2025,7,LD1.28,N/A ,0,3,0,0,0,0,
06/23/2025,7,LD1.29,N/A ,2,2,0,0,0,0,
06/23/2025,7,LD1.30,N/A ,0,2,0,0,0,0,
06/23/2025,7,LD2.31,N/A ,0,1,0,0,0,0,
06/23/2025,7,LD2.32,N/A ,N/A,0,0,0,0,0,
06/23/2025,7,LD2.33,N/A ,0,1,1,0,0,0,
06/23/2025,7,LD2.34,N/A ,0,3,0,0,0,0,
06/23/2025,7,LD2.35,N/A ,N/A,0,0,0,0,0,
06/24/2025,9,C1.1 ,N/A ,N/A,5,0,0,0,0,
06/24/2025,9,C1.2,N/A ,N/A,4,1,0,0,0,
06/24/2025,9,C1.3,N/A ,N/A,2,1,0,0,0,
06/24/2025,9,C1.4,N/A ,N/A,6,0,0,0,0,
